ChurnEventID,CustomerID,SubscriptionID,Churned,ChurnDate,ChurnReason
CHURN0001441,CUST00955,SUB000955,True,2025-08-06,Lack of features
CHURN0001442,CUST00876,SUB000876,True,2025-11-05,Found alternative
CHURN0001443,CUST00763,SUB000763,False,,
CHURN0001444,CUST01203,SUB001203,False,,
CHURN0001445,CUST01206,SUB001206,False,,
CHURN0001446,CUST00664,SUB000664,False,,
CHURN0001447,CUST00025,SUB000025,True,2025-03-06,Billing issue
CHURN0001448,CUST01991,SUB001991,False,,
CHURN0001449,CUST01204,SUB001204,False,,
CHURN0001450,CUST00710,SUB000710,False,,
CHURN0001451,CUST01880,SUB001880,True,2025-07-02,Lack of features
CHURN0001452,CUST01185,SUB001185,False,,
CHURN0001453,CUST02225,SUB002225,True,2025-10-23,Moved to competitor
CHURN0001454,CUST00285,SUB000285,False,,
CHURN0001455,CUST00063,SUB000063,True,2025-11-05,Moved to competitor
CHURN0001456,CUST01003,SUB001003,True,2025-10-26,Lack of features
CHURN0001457,CUST00662,SUB000662,False,,
CHURN0001458,CUST02714,SUB002714,False,,
CHURN0001459,CUST02204,SUB002204,True,2025-11-11,Price
CHURN0001460,CUST01493,SUB001493,True,2024-08-29,Infrequent use
CHURN0001461,CUST03121,SUB003121,False,,
CHURN0001462,CUST00967,SUB000967,False,,
CHURN0001463,CUST00849,SUB000849,False,,
CHURN0001464,CUST01108,SUB001108,False,,
CHURN0001465,CUST03433,SUB003433,True,2025-10-16,Other
CHURN0001466,CUST00689,SUB000689,False,,
CHURN0001467,CUST00148,SUB000148,False,,
CHURN0001468,CUST00342,SUB000342,False,,
CHURN0001469,CUST02524,SUB002524,False,,
CHURN0001470,CUST01087,SUB001087,False,,
CHURN0001471,CUST01725,SUB001725,False,,
CHURN0001472,CUST01384,SUB001384,False,,
CHURN0001473,CUST02609,SUB002609,False,,
CHURN0001474,CUST00327,SUB000327,True,2025-05-21,Lack of features
CHURN0001475,CUST01793,SUB001793,False,,
CHURN0001476,CUST01760,SUB001760,True,2025-02-25,Billing issue
CHURN0001477,CUST03213,SUB003213,False,,
CHURN0001478,CUST00990,SUB000990,False,,
CHURN0001479,CUST02263,SUB002263,True,2025-09-23,Found alternative
CHURN0001480,CUST02483,SUB002483,False,,
CHURN0001481,CUST00952,SUB000952,False,,
CHURN0001482,CUST00723,SUB000723,False,,
CHURN0001483,CUST03390,SUB003390,False,,
CHURN0001484,CUST02080,SUB002080,False,,
CHURN0001485,CUST02718,SUB002718,False,,
CHURN0001486,CUST02333,SUB002333,True,2025-06-28,Price
CHURN0001487,CUST03377,SUB003377,False,,
CHURN0001488,CUST00429,SUB000429,True,2025-10-29,Found alternative
CHURN0001489,CUST01501,SUB001501,True,2024-05-11,Lack of features
CHURN0001490,CUST00286,SUB000286,False,,
CHURN0001491,CUST03216,SUB003216,True,2025-06-30,Found alternative
CHURN0001492,CUST03496,SUB003496,False,,
CHURN0001493,CUST03091,SUB003091,False,,
CHURN0001494,CUST02066,SUB002066,True,2025-10-01,Found alternative
CHURN0001495,CUST00769,SUB000769,True,2025-11-14,Other
CHURN0001496,CUST02638,SUB002638,False,,
CHURN0001497,CUST01395,SUB001395,True,2025-08-08,Moved to competitor
CHURN0001498,CUST03247,SUB003247,False,,
CHURN0001499,CUST03058,SUB003058,False,,
CHURN0001500,CUST00194,SUB000194,True,2025-03-30,Found alternative
CHURN0001501,CUST02550,SUB002550,False,,
CHURN0001502,CUST00988,SUB000988,True,2025-11-17,Other
CHURN0001503,CUST01137,SUB001137,True,2025-11-11,Other
CHURN0001504,CUST02162,SUB002162,True,2024-07-26,Lack of features
CHURN0001505,CUST03294,SUB003294,True,2025-11-08,Billing issue
CHURN0001506,CUST01702,SUB001702,False,,
CHURN0001507,CUST00947,SUB000947,False,,
CHURN0001508,CUST00831,SUB000831,False,,
CHURN0001509,CUST01921,SUB001921,False,,
CHURN0001510,CUST03336,SUB003336,False,,
CHURN0001511,CUST02973,SUB002973,True,2024-04-19,Lack of features
CHURN0001512,CUST00055,SUB000055,True,2025-07-29,Infrequent use
CHURN0001513,CUST00800,SUB000800,True,2025-11-17,Found alternative
CHURN0001514,CUST00778,SUB000778,False,,
CHURN0001515,CUST01482,SUB001482,True,2025-01-07,Poor experience
CHURN0001516,CUST01902,SUB001902,True,2025-06-07,Infrequent use
CHURN0001517,CUST02210,SUB002210,True,2025-10-20,Infrequent use
CHURN0001518,CUST03452,SUB003452,False,,
CHURN0001519,CUST02135,SUB002135,False,,
CHURN0001520,CUST00055,SUB000055,True,2025-05-23,Moved to competitor
CHURN0001521,CUST01824,SUB001824,False,,
CHURN0001522,CUST01202,SUB001202,False,,
CHURN0001523,CUST03463,SUB003463,True,2025-09-09,Lack of features
CHURN0001524,CUST03421,SUB003421,True,2025-08-21,Price
CHURN0001525,CUST03080,SUB003080,False,,
CHURN0001526,CUST00833,SUB000833,True,2025-09-13,Lack of features
CHURN0001527,CUST00313,SUB000313,True,2025-10-26,Price
CHURN0001528,CUST02807,SUB002807,False,,
CHURN0001529,CUST01859,SUB001859,True,2025-10-04,Infrequent use
CHURN0001530,CUST02008,SUB002008,True,2025-06-28,Lack of features
CHURN0001531,CUST02007,SUB002007,True,2025-05-21,Other
CHURN0001532,CUST02491,SUB002491,True,2025-09-23,Moved to competitor
CHURN0001533,CUST01791,SUB001791,False,,
CHURN0001534,CUST00328,SUB000328,False,,
CHURN0001535,CUST03126,SUB003126,False,,
CHURN0001536,CUST02809,SUB002809,True,2025-09-27,Billing issue
CHURN0001537,CUST03311,SUB003311,False,,
CHURN0001538,CUST03301,SUB003301,True,2025-06-06,Other
CHURN0001539,CUST02627,SUB002627,True,2025-11-07,Lack of features
CHURN0001540,CUST03123,SUB003123,True,2025-09-29,Infrequent use
CHURN0001541,CUST03055,SUB003055,True,2024-07-14,Poor experience
CHURN0001542,CUST01288,SUB001288,False,,
CHURN0001543,CUST03490,SUB003490,False,,
CHURN0001544,CUST02144,SUB002144,True,2025-04-04,Billing issue
CHURN0001545,CUST01112,SUB001112,True,2025-09-07,Billing issue
CHURN0001546,CUST03150,SUB003150,True,2025-10-03,Price
CHURN0001547,CUST01312,SUB001312,False,,
CHURN0001548,CUST03192,SUB003192,True,2025-01-03,Billing issue
CHURN0001549,CUST02862,SUB002862,True,2025-11-11,Infrequent use
CHURN0001550,CUST02539,SUB002539,False,,
CHURN0001551,CUST00452,SUB000452,True,2025-06-16,Billing issue
CHURN0001552,CUST01524,SUB001524,True,2024-11-16,Lack of features
CHURN0001553,CUST00165,SUB000165,False,,
CHURN0001554,CUST00182,SUB000182,False,,
CHURN0001555,CUST02517,SUB002517,True,2025-10-22,Found alternative
CHURN0001556,CUST00910,SUB000910,False,,
CHURN0001557,CUST02783,SUB002783,True,2025-05-16,Other
CHURN0001558,CUST00823,SUB000823,False,,
CHURN0001559,CUST00944,SUB000944,True,2025-08-31,Lack of features
CHURN0001560,CUST02002,SUB002002,True,2025-08-11,Billing issue
CHURN0001561,CUST02055,SUB002055,False,,
CHURN0001562,CUST00330,SUB000330,True,2025-10-17,Price
CHURN0001563,CUST00775,SUB000775,True,2025-03-20,Poor experience
CHURN0001564,CUST02199,SUB002199,False,,
CHURN0001565,CUST03157,SUB003157,False,,
CHURN0001566,CUST00147,SUB000147,True,2025-10-31,Moved to competitor
CHURN0001567,CUST03453,SUB003453,True,2025-11-17,Lack of features
CHURN0001568,CUST00915,SUB000915,True,2025-11-13,Billing issue
CHURN0001569,CUST01572,SUB001572,True,2024-11-21,Found alternative
CHURN0001570,CUST01309,SUB001309,True,2025-01-25,Infrequent use
CHURN0001571,CUST02748,SUB002748,True,2025-08-06,Billing issue
CHURN0001572,CUST00082,SUB000082,True,2025-10-26,Poor experience
CHURN0001573,CUST00514,SUB000514,False,,
CHURN0001574,CUST01921,SUB001921,True,2025-05-11,Found alternative
CHURN0001575,CUST02863,SUB002863,False,,
CHURN0001576,CUST02757,SUB002757,False,,
CHURN0001577,CUST01940,SUB001940,False,,
CHURN0001578,CUST00746,SUB000746,False,,
CHURN0001579,CUST03071,SUB003071,False,,
CHURN0001580,CUST01410,SUB001410,True,2025-11-14,Lack of features
CHURN0001581,CUST00707,SUB000707,True,2025-09-13,Other
CHURN0001582,CUST00471,SUB000471,True,2025-04-06,Moved to competitor
CHURN0001583,CUST03191,SUB003191,True,2025-09-06,Found alternative
CHURN0001584,CUST00396,SUB000396,False,,
CHURN0001585,CUST01556,SUB001556,False,,
CHURN0001586,CUST02309,SUB002309,True,2025-07-26,Found alternative
CHURN0001587,CUST00805,SUB000805,False,,
CHURN0001588,CUST00934,SUB000934,False,,
CHURN0001589,CUST01280,SUB001280,False,,
CHURN0001590,CUST01758,SUB001758,True,2025-11-12,Moved to competitor
CHURN0001591,CUST00905,SUB000905,False,,
CHURN0001592,CUST03298,SUB003298,False,,
CHURN0001593,CUST01077,SUB001077,True,2025-11-17,Price
CHURN0001594,CUST02988,SUB002988,False,,
CHURN0001595,CUST01891,SUB001891,True,2025-10-15,Poor experience
CHURN0001596,CUST01524,SUB001524,True,2025-04-20,Infrequent use
CHURN0001597,CUST02902,SUB002902,False,,
CHURN0001598,CUST01388,SUB001388,False,,
CHURN0001599,CUST01304,SUB001304,True,2025-07-03,Moved to competitor
CHURN0001600,CUST00593,SUB000593,False,,
CHURN0001601,CUST02762,SUB002762,False,,
CHURN0001602,CUST03230,SUB003230,True,2024-12-02,Found alternative
CHURN0001603,CUST02680,SUB002680,False,,
CHURN0001604,CUST02107,SUB002107,True,2024-04-08,Found alternative
CHURN0001605,CUST00128,SUB000128,False,,
CHURN0001606,CUST00736,SUB000736,True,2025-09-20,Billing issue
CHURN0001607,CUST02769,SUB002769,False,,
CHURN0001608,CUST03187,SUB003187,True,2025-10-11,Billing issue
CHURN0001609,CUST03281,SUB003281,False,,
CHURN0001610,CUST02574,SUB002574,False,,
CHURN0001611,CUST00521,SUB000521,False,,
CHURN0001612,CUST02600,SUB002600,False,,
CHURN0001613,CUST00237,SUB000237,False,,
CHURN0001614,CUST01305,SUB001305,True,2024-12-24,Price
CHURN0001615,CUST03431,SUB003431,False,,
CHURN0001616,CUST03273,SUB003273,False,,
CHURN0001617,CUST01782,SUB001782,True,2025-07-28,Moved to competitor
CHURN0001618,CUST01302,SUB001302,True,2025-11-12,Lack of features
CHURN0001619,CUST03307,SUB003307,False,,
CHURN0001620,CUST02542,SUB002542,True,2025-03-31,Lack of features
CHURN0001621,CUST02052,SUB002052,True,2025-10-20,Poor experience
CHURN0001622,CUST02714,SUB002714,False,,
CHURN0001623,CUST00442,SUB000442,False,,
CHURN0001624,CUST02077,SUB002077,False,,
CHURN0001625,CUST03181,SUB003181,True,2025-10-23,Moved to competitor
CHURN0001626,CUST02658,SUB002658,False,,
CHURN0001627,CUST00805,SUB000805,False,,
CHURN0001628,CUST00075,SUB000075,False,,
CHURN0001629,CUST02886,SUB002886,False,,
CHURN0001630,CUST03218,SUB003218,False,,
CHURN0001631,CUST02176,SUB002176,False,,
CHURN0001632,CUST02090,SUB002090,False,,
CHURN0001633,CUST01380,SUB001380,False,,
CHURN0001634,CUST00041,SUB000041,False,,
CHURN0001635,CUST02982,SUB002982,True,2024-09-04,Lack of features
CHURN0001636,CUST02082,SUB002082,False,,
CHURN0001637,CUST03089,SUB003089,True,2025-11-14,Price
CHURN0001638,CUST01701,SUB001701,True,2025-04-20,Price
CHURN0001639,CUST03225,SUB003225,False,,
CHURN0001640,CUST03046,SUB003046,True,2025-09-04,Moved to competitor
CHURN0001641,CUST01402,SUB001402,True,2025-10-14,Other
CHURN0001642,CUST00588,SUB000588,True,2025-05-03,Infrequent use
CHURN0001643,CUST01623,SUB001623,False,,
CHURN0001644,CUST00342,SUB000342,False,,
CHURN0001645,CUST02075,SUB002075,True,2025-10-24,Billing issue
CHURN0001646,CUST03359,SUB003359,False,,
CHURN0001647,CUST00646,SUB000646,True,2025-11-17,Infrequent use
CHURN0001648,CUST00731,SUB000731,True,2025-10-19,Other
CHURN0001649,CUST00168,SUB000168,True,2025-10-25,Price
CHURN0001650,CUST00610,SUB000610,True,2025-02-27,Billing issue
CHURN0001651,CUST02316,SUB002316,False,,
CHURN0001652,CUST01773,SUB001773,False,,
CHURN0001653,CUST02041,SUB002041,False,,
CHURN0001654,CUST02869,SUB002869,False,,
CHURN0001655,CUST00455,SUB000455,True,2024-10-31,Lack of features
CHURN0001656,CUST02954,SUB002954,True,2025-09-04,Other
CHURN0001657,CUST01709,SUB001709,True,2025-07-13,Lack of features
CHURN0001658,CUST03473,SUB003473,False,,
CHURN0001659,CUST02970,SUB002970,True,2025-02-22,Found alternative
CHURN0001660,CUST03029,SUB003029,True,2025-05-25,Moved to competitor
CHURN0001661,CUST00702,SUB000702,False,,
CHURN0001662,CUST02682,SUB002682,False,,
CHURN0001663,CUST01600,SUB001600,True,2025-08-11,Other
CHURN0001664,CUST00130,SUB000130,True,2025-10-14,Found alternative
CHURN0001665,CUST03068,SUB003068,True,2025-11-09,Poor experience
CHURN0001666,CUST01846,SUB001846,True,2024-01-02,Lack of features
CHURN0001667,CUST01387,SUB001387,False,,
CHURN0001668,CUST02867,SUB002867,False,,
CHURN0001669,CUST00693,SUB000693,False,,
CHURN0001670,CUST03364,SUB003364,False,,
CHURN0001671,CUST01395,SUB001395,True,2025-08-06,Billing issue
CHURN0001672,CUST00794,SUB000794,True,2025-01-01,Other
CHURN0001673,CUST00029,SUB000029,True,2025-09-22,Infrequent use
CHURN0001674,CUST00149,SUB000149,False,,
CHURN0001675,CUST01320,SUB001320,True,2025-04-14,Billing issue
CHURN0001676,CUST02059,SUB002059,False,,
CHURN0001677,CUST02724,SUB002724,True,2025-09-01,Moved to competitor
CHURN0001678,CUST01137,SUB001137,True,2025-10-17,Poor experience
CHURN0001679,CUST00187,SUB000187,True,2025-11-04,Found alternative
CHURN0001680,CUST02855,SUB002855,True,2025-11-15,Billing issue
CHURN0001681,CUST02792,SUB002792,False,,
CHURN0001682,CUST01251,SUB001251,False,,
CHURN0001683,CUST01334,SUB001334,False,,
CHURN0001684,CUST00098,SUB000098,True,2025-09-25,Billing issue
CHURN0001685,CUST00055,SUB000055,True,2025-05-25,Price
CHURN0001686,CUST02671,SUB002671,True,2025-10-04,Moved to competitor
CHURN0001687,CUST02712,SUB002712,True,2025-09-14,Found alternative
CHURN0001688,CUST00758,SUB000758,True,2025-08-24,Found alternative
CHURN0001689,CUST00406,SUB000406,True,2024-04-26,Price
CHURN0001690,CUST02117,SUB002117,True,2025-08-31,Poor experience
CHURN0001691,CUST03384,SUB003384,False,,
CHURN0001692,CUST01313,SUB001313,False,,
CHURN0001693,CUST01786,SUB001786,False,,
CHURN0001694,CUST00751,SUB000751,False,,
CHURN0001695,CUST03220,SUB003220,False,,
CHURN0001696,CUST01763,SUB001763,True,2025-07-15,Other
CHURN0001697,CUST03316,SUB003316,False,,
CHURN0001698,CUST03006,SUB003006,True,2025-02-08,Lack of features
CHURN0001699,CUST00365,SUB000365,False,,
CHURN0001700,CUST02027,SUB002027,False,,
CHURN0001701,CUST00482,SUB000482,True,2025-11-03,Lack of features
CHURN0001702,CUST02249,SUB002249,True,2025-08-03,Lack of features
CHURN0001703,CUST00154,SUB000154,False,,
CHURN0001704,CUST01525,SUB001525,True,2025-03-07,Moved to competitor
CHURN0001705,CUST02121,SUB002121,False,,
CHURN0001706,CUST02761,SUB002761,True,2025-06-30,Poor experience
CHURN0001707,CUST02344,SUB002344,True,2025-05-26,Billing issue
CHURN0001708,CUST01041,SUB001041,True,2025-10-27,Poor experience
CHURN0001709,CUST01665,SUB001665,False,,
CHURN0001710,CUST01241,SUB001241,False,,
CHURN0001711,CUST00061,SUB000061,False,,
CHURN0001712,CUST00939,SUB000939,False,,
CHURN0001713,CUST01640,SUB001640,True,2025-11-07,Infrequent use
CHURN0001714,CUST02090,SUB002090,False,,
CHURN0001715,CUST00025,SUB000025,True,2025-06-14,Other
CHURN0001716,CUST01063,SUB001063,False,,
CHURN0001717,CUST00131,SUB000131,False,,
CHURN0001718,CUST01253,SUB001253,True,2024-07-24,Poor experience
CHURN0001719,CUST00108,SUB000108,True,2024-09-27,Poor experience
CHURN0001720,CUST00172,SUB000172,True,2025-06-04,Infrequent use
CHURN0001721,CUST01459,SUB001459,False,,
CHURN0001722,CUST00102,SUB000102,True,2025-10-23,Poor experience
CHURN0001723,CUST02914,SUB002914,False,,
CHURN0001724,CUST02572,SUB002572,True,2025-10-24,Price
CHURN0001725,CUST02323,SUB002323,False,,
CHURN0001726,CUST01637,SUB001637,False,,
CHURN0001727,CUST03116,SUB003116,True,2025-10-02,Other
CHURN0001728,CUST02865,SUB002865,False,,
CHURN0001729,CUST03005,SUB003005,True,2025-11-03,Lack of features
CHURN0001730,CUST01041,SUB001041,False,,
CHURN0001731,CUST00330,SUB000330,False,,
CHURN0001732,CUST01521,SUB001521,False,,
CHURN0001733,CUST00012,SUB000012,True,2025-11-15,Billing issue
CHURN0001734,CUST01342,SUB001342,True,2025-11-17,Poor experience
CHURN0001735,CUST00216,SUB000216,True,2025-02-28,Poor experience
CHURN0001736,CUST00339,SUB000339,True,2024-01-24,Infrequent use
CHURN0001737,CUST01800,SUB001800,False,,
CHURN0001738,CUST02709,SUB002709,False,,
CHURN0001739,CUST03153,SUB003153,False,,
CHURN0001740,CUST01751,SUB001751,True,2025-09-02,Poor experience
CHURN0001741,CUST01509,SUB001509,True,2025-11-02,Infrequent use
CHURN0001742,CUST02422,SUB002422,False,,
CHURN0001743,CUST03024,SUB003024,True,2025-06-04,Moved to competitor
CHURN0001744,CUST00710,SUB000710,False,,
CHURN0001745,CUST01224,SUB001224,True,2025-10-25,Poor experience
CHURN0001746,CUST02514,SUB002514,True,2025-11-17,Poor experience
CHURN0001747,CUST01113,SUB001113,True,2025-07-29,Lack of features
CHURN0001748,CUST01292,SUB001292,True,2025-11-17,Moved to competitor
CHURN0001749,CUST00489,SUB000489,False,,
CHURN0001750,CUST01562,SUB001562,False,,
CHURN0001751,CUST00047,SUB000047,False,,
CHURN0001752,CUST03360,SUB003360,True,2025-11-14,Moved to competitor
CHURN0001753,CUST00778,SUB000778,False,,
CHURN0001754,CUST01040,SUB001040,True,2025-03-05,Infrequent use
CHURN0001755,CUST00711,SUB000711,False,,
CHURN0001756,CUST00401,SUB000401,False,,
CHURN0001757,CUST01818,SUB001818,True,2025-01-25,Infrequent use
CHURN0001758,CUST03029,SUB003029,True,2025-08-14,Infrequent use
CHURN0001759,CUST03158,SUB003158,True,2025-08-25,Infrequent use
CHURN0001760,CUST00250,SUB000250,False,,
CHURN0001761,CUST00391,SUB000391,True,2024-12-06,Found alternative
CHURN0001762,CUST00335,SUB000335,True,2024-09-22,Moved to competitor
CHURN0001763,CUST00629,SUB000629,False,,
CHURN0001764,CUST00137,SUB000137,True,2025-01-30,Other
CHURN0001765,CUST02931,SUB002931,False,,
CHURN0001766,CUST02736,SUB002736,False,,
CHURN0001767,CUST01522,SUB001522,True,2025-08-22,Other
CHURN0001768,CUST00827,SUB000827,True,2024-11-02,Poor experience
CHURN0001769,CUST00727,SUB000727,False,,
CHURN0001770,CUST01501,SUB001501,True,2024-04-13,Lack of features
CHURN0001771,CUST02642,SUB002642,False,,
CHURN0001772,CUST03295,SUB003295,False,,
CHURN0001773,CUST00990,SUB000990,False,,
CHURN0001774,CUST02420,SUB002420,True,2025-10-11,Moved to competitor
CHURN0001775,CUST00935,SUB000935,True,2024-08-20,Found alternative
CHURN0001776,CUST03043,SUB003043,False,,
CHURN0001777,CUST00402,SUB000402,True,2025-11-10,Lack of features
CHURN0001778,CUST01467,SUB001467,False,,
CHURN0001779,CUST00615,SUB000615,True,2025-07-27,Price
CHURN0001780,CUST01297,SUB001297,False,,
CHURN0001781,CUST01183,SUB001183,False,,
CHURN0001782,CUST03224,SUB003224,True,2025-10-31,Found alternative
CHURN0001783,CUST03043,SUB003043,False,,
CHURN0001784,CUST02668,SUB002668,False,,
CHURN0001785,CUST02236,SUB002236,False,,
CHURN0001786,CUST01122,SUB001122,False,,
CHURN0001787,CUST00131,SUB000131,False,,
CHURN0001788,CUST02853,SUB002853,True,2025-11-13,Moved to competitor
CHURN0001789,CUST01195,SUB001195,True,2025-10-16,Poor experience
CHURN0001790,CUST02984,SUB002984,False,,
CHURN0001791,CUST03034,SUB003034,False,,
CHURN0001792,CUST00183,SUB000183,False,,
CHURN0001793,CUST03031,SUB003031,True,2025-06-21,Found alternative
CHURN0001794,CUST00364,SUB000364,False,,
CHURN0001795,CUST00039,SUB000039,True,2025-10-27,Poor experience
CHURN0001796,CUST02545,SUB002545,False,,
CHURN0001797,CUST01373,SUB001373,True,2025-11-08,Price
CHURN0001798,CUST03030,SUB003030,True,2025-03-24,Poor experience
CHURN0001799,CUST00921,SUB000921,False,,
CHURN0001800,CUST03469,SUB003469,False,,
CHURN0001801,CUST02770,SUB002770,False,,
CHURN0001802,CUST03233,SUB003233,False,,
CHURN0001803,CUST00016,SUB000016,False,,
CHURN0001804,CUST00493,SUB000493,False,,
CHURN0001805,CUST01450,SUB001450,False,,
CHURN0001806,CUST01132,SUB001132,False,,
CHURN0001807,CUST02942,SUB002942,True,2025-07-07,Billing issue
CHURN0001808,CUST00311,SUB000311,True,2025-11-10,Price
CHURN0001809,CUST00739,SUB000739,False,,
CHURN0001810,CUST03242,SUB003242,False,,
CHURN0001811,CUST00546,SUB000546,False,,
CHURN0001812,CUST02462,SUB002462,False,,
CHURN0001813,CUST00251,SUB000251,False,,
CHURN0001814,CUST00759,SUB000759,True,2025-07-26,Price
CHURN0001815,CUST01805,SUB001805,False,,
CHURN0001816,CUST03213,SUB003213,False,,
CHURN0001817,CUST01298,SUB001298,False,,
CHURN0001818,CUST03488,SUB003488,True,2025-08-28,Price
CHURN0001819,CUST01632,SUB001632,True,2025-09-17,Poor experience
CHURN0001820,CUST01915,SUB001915,True,2025-10-20,Lack of features
CHURN0001821,CUST03111,SUB003111,True,2025-07-29,Other
CHURN0001822,CUST00814,SUB000814,True,2025-10-31,Price
CHURN0001823,CUST00029,SUB000029,False,,
CHURN0001824,CUST00958,SUB000958,True,2025-05-24,Billing issue
CHURN0001825,CUST02033,SUB002033,False,,
CHURN0001826,CUST00477,SUB000477,False,,
CHURN0001827,CUST00318,SUB000318,False,,
CHURN0001828,CUST00245,SUB000245,False,,
CHURN0001829,CUST00748,SUB000748,False,,
CHURN0001830,CUST00697,SUB000697,False,,
CHURN0001831,CUST00272,SUB000272,True,2025-10-08,Other
CHURN0001832,CUST01772,SUB001772,False,,
CHURN0001833,CUST01263,SUB001263,True,2024-10-28,Moved to competitor
CHURN0001834,CUST02425,SUB002425,False,,
CHURN0001835,CUST00266,SUB000266,False,,
CHURN0001836,CUST02974,SUB002974,False,,
CHURN0001837,CUST00921,SUB000921,False,,
CHURN0001838,CUST03431,SUB003431,False,,
CHURN0001839,CUST00340,SUB000340,False,,
CHURN0001840,CUST00389,SUB000389,True,2024-08-10,Found alternative
CHURN0001841,CUST02625,SUB002625,False,,
CHURN0001842,CUST02051,SUB002051,True,2025-07-17,Moved to competitor
CHURN0001843,CUST01166,SUB001166,True,2025-11-08,Other
CHURN0001844,CUST00376,SUB000376,False,,
CHURN0001845,CUST02034,SUB002034,True,2025-09-11,Lack of features
CHURN0001846,CUST02372,SUB002372,True,2025-11-01,Moved to competitor
CHURN0001847,CUST00146,SUB000146,False,,
CHURN0001848,CUST01982,SUB001982,True,2025-11-09,Other
CHURN0001849,CUST00293,SUB000293,False,,
CHURN0001850,CUST00432,SUB000432,False,,
CHURN0001851,CUST00705,SUB000705,False,,
CHURN0001852,CUST02997,SUB002997,False,,
CHURN0001853,CUST01999,SUB001999,False,,
CHURN0001854,CUST02633,SUB002633,False,,
CHURN0001855,CUST00399,SUB000399,True,2025-01-27,Poor experience
CHURN0001856,CUST02865,SUB002865,True,2025-10-24,Other
CHURN0001857,CUST03416,SUB003416,True,2025-11-16,Found alternative
CHURN0001858,CUST00964,SUB000964,True,2024-12-04,Other
CHURN0001859,CUST03212,SUB003212,True,2025-05-30,Found alternative
CHURN0001860,CUST02235,SUB002235,True,2025-10-13,Poor experience
CHURN0001861,CUST02042,SUB002042,True,2025-10-30,Lack of features
CHURN0001862,CUST01829,SUB001829,True,2025-09-23,Other
CHURN0001863,CUST02109,SUB002109,True,2025-03-29,Found alternative
CHURN0001864,CUST00939,SUB000939,False,,
CHURN0001865,CUST03452,SUB003452,False,,
CHURN0001866,CUST00710,SUB000710,True,2025-07-06,Moved to competitor
CHURN0001867,CUST00807,SUB000807,False,,
CHURN0001868,CUST01464,SUB001464,True,2025-07-30,Moved to competitor
CHURN0001869,CUST03391,SUB003391,False,,
CHURN0001870,CUST01326,SUB001326,True,2025-10-07,Billing issue
CHURN0001871,CUST03416,SUB003416,True,2025-11-17,Lack of features
CHURN0001872,CUST00011,SUB000011,True,2025-02-13,Poor experience
CHURN0001873,CUST01086,SUB001086,False,,
CHURN0001874,CUST01869,SUB001869,False,,
CHURN0001875,CUST02274,SUB002274,False,,
CHURN0001876,CUST03225,SUB003225,False,,
CHURN0001877,CUST02612,SUB002612,False,,
CHURN0001878,CUST00772,SUB000772,True,2025-04-19,Price
CHURN0001879,CUST01595,SUB001595,False,,
CHURN0001880,CUST01608,SUB001608,False,,
CHURN0001881,CUST01334,SUB001334,False,,
CHURN0001882,CUST00885,SUB000885,False,,
CHURN0001883,CUST03315,SUB003315,True,2025-11-16,Infrequent use
CHURN0001884,CUST01390,SUB001390,True,2025-09-14,Lack of features
CHURN0001885,CUST03402,SUB003402,False,,
CHURN0001886,CUST03179,SUB003179,False,,
CHURN0001887,CUST00226,SUB000226,False,,
CHURN0001888,CUST00825,SUB000825,False,,
CHURN0001889,CUST02266,SUB002266,False,,
CHURN0001890,CUST00937,SUB000937,False,,
CHURN0001891,CUST02801,SUB002801,True,2025-07-10,Billing issue
CHURN0001892,CUST02554,SUB002554,True,2025-08-31,Other
CHURN0001893,CUST02307,SUB002307,True,2025-03-11,Moved to competitor
CHURN0001894,CUST01912,SUB001912,False,,
CHURN0001895,CUST01797,SUB001797,False,,
CHURN0001896,CUST00054,SUB000054,False,,
CHURN0001897,CUST03119,SUB003119,True,2025-10-01,Found alternative
CHURN0001898,CUST00727,SUB000727,False,,
CHURN0001899,CUST02737,SUB002737,False,,
CHURN0001900,CUST01545,SUB001545,False,,
CHURN0001901,CUST03171,SUB003171,False,,
CHURN0001902,CUST01044,SUB001044,True,2023-06-25,Lack of features
CHURN0001903,CUST01914,SUB001914,True,2025-11-16,Other
CHURN0001904,CUST01777,SUB001777,False,,
CHURN0001905,CUST01597,SUB001597,True,2025-11-09,Poor experience
CHURN0001906,CUST01915,SUB001915,True,2025-11-16,Infrequent use
CHURN0001907,CUST02467,SUB002467,False,,
CHURN0001908,CUST02738,SUB002738,False,,
CHURN0001909,CUST00850,SUB000850,False,,
CHURN0001910,CUST02110,SUB002110,False,,
CHURN0001911,CUST03217,SUB003217,True,2025-07-30,Infrequent use
CHURN0001912,CUST02264,SUB002264,True,2025-09-21,Found alternative
CHURN0001913,CUST00003,SUB000003,True,2025-10-29,Infrequent use
CHURN0001914,CUST00160,SUB000160,True,2025-11-17,Poor experience
CHURN0001915,CUST00781,SUB000781,True,2025-08-22,Poor experience
CHURN0001916,CUST03192,SUB003192,False,,
CHURN0001917,CUST00893,SUB000893,True,2025-10-26,Price
CHURN0001918,CUST02031,SUB002031,False,,
CHURN0001919,CUST03161,SUB003161,True,2025-09-11,Found alternative
CHURN0001920,CUST02377,SUB002377,True,2025-06-07,Infrequent use
CHURN0001921,CUST00580,SUB000580,False,,
CHURN0001922,CUST01934,SUB001934,False,,
CHURN0001923,CUST01381,SUB001381,False,,
