UsageID,CustomerID,SubscriptionID,UsageDate,MinutesWatched,Sessions,Device,ItemsConsumed
USE00011324,CUST02470,SUB002470,2025-11-04,9,1,Desktop,1
USE00011325,CUST01014,SUB001014,2025-07-03,50,1,Desktop,3
USE00011326,CUST01457,SUB001457,2025-05-29,90,1,Mobile,18
USE00011327,CUST02286,SUB002286,2024-11-18,87,1,Mobile,0
USE00011328,CUST03466,SUB003466,2025-11-09,57,2,Smart TV,8
USE00011329,CUST03411,SUB003411,2024-12-13,70,2,Desktop,9
USE00011330,CUST00696,SUB000696,2025-07-25,40,2,Desktop,7
USE00011331,CUST02832,SUB002832,2024-06-28,22,1,Mobile,9
USE00011332,CUST01790,SUB001790,2024-12-28,125,1,Console,14
USE00011333,CUST00512,SUB000512,2025-05-30,30,1,Tablet,4
USE00011334,CUST00406,SUB000406,2024-09-26,0,1,Mobile,0
USE00011335,CUST03070,SUB003070,2025-07-15,0,1,Smart TV,4
USE00011336,CUST01834,SUB001834,2025-11-02,0,1,Tablet,4
USE00011337,CUST01061,SUB001061,2025-10-16,67,1,Mobile,17
USE00011338,CUST02608,SUB002608,2025-09-23,0,1,Mobile,6
USE00011339,CUST01179,SUB001179,2024-10-05,26,1,Smart TV,2
USE00011340,CUST00562,SUB000562,2025-10-14,114,1,Mobile,0
USE00011341,CUST00807,SUB000807,2025-07-12,69,1,Mobile,4
USE00011342,CUST00411,SUB000411,2025-08-24,21,1,Mobile,7
USE00011343,CUST00044,SUB000044,2024-12-24,0,2,Mobile,4
USE00011344,CUST02487,SUB002487,2025-02-25,39,2,Console,0
USE00011345,CUST03324,SUB003324,2025-10-30,81,2,Mobile,11
USE00011346,CUST03249,SUB003249,2025-10-23,0,1,Mobile,1
USE00011347,CUST01036,SUB001036,2024-12-03,48,2,Desktop,1
USE00011348,CUST00722,SUB000722,2025-03-31,133,2,Desktop,8
USE00011349,CUST03075,SUB003075,2025-07-20,54,1,Mobile,0
USE00011350,CUST00010,SUB000010,2025-02-28,29,1,Tablet,2
USE00011351,CUST01983,SUB001983,2025-10-20,52,2,Mobile,7
USE00011352,CUST02297,SUB002297,2025-11-08,35,3,Smart TV,0
USE00011353,CUST00426,SUB000426,2024-01-25,0,1,Mobile,3
USE00011354,CUST02643,SUB002643,2025-11-12,13,1,Mobile,1
USE00011355,CUST00381,SUB000381,2025-03-28,68,1,Mobile,5
USE00011356,CUST02550,SUB002550,2025-08-16,35,2,Desktop,0
USE00011357,CUST00334,SUB000334,2025-10-03,50,1,Smart TV,21
USE00011358,CUST01326,SUB001326,2025-11-07,13,2,Console,3
USE00011359,CUST02387,SUB002387,2025-11-01,51,1,Desktop,5
USE00011360,CUST03326,SUB003326,2024-09-15,72,1,Console,1
USE00011361,CUST00991,SUB000991,2025-11-05,61,1,Mobile,13
USE00011362,CUST02737,SUB002737,2025-10-31,0,1,Mobile,9
USE00011363,CUST03395,SUB003395,2025-08-22,86,3,Desktop,1
USE00011364,CUST00699,SUB000699,2025-11-03,12,1,Smart TV,0
USE00011365,CUST01653,SUB001653,2025-08-02,79,1,Desktop,13
USE00011366,CUST03266,SUB003266,2025-09-18,12,1,Mobile,0
USE00011367,CUST00424,SUB000424,2025-08-01,45,1,Tablet,8
USE00011368,CUST01654,SUB001654,2025-11-01,0,1,Desktop,0
USE00011369,CUST00993,SUB000993,2025-07-26,89,1,Smart TV,0
USE00011370,CUST00081,SUB000081,2023-07-18,87,1,Tablet,4
USE00011371,CUST00447,SUB000447,2025-08-24,14,1,Smart TV,9
USE00011372,CUST00610,SUB000610,2025-04-07,71,1,Desktop,8
USE00011373,CUST02351,SUB002351,2025-02-28,49,2,Mobile,5
USE00011374,CUST01367,SUB001367,2025-01-16,54,2,Mobile,0
USE00011375,CUST02968,SUB002968,2025-11-15,15,1,Smart TV,14
USE00011376,CUST03034,SUB003034,2025-11-12,0,3,Tablet,8
USE00011377,CUST02508,SUB002508,2025-03-03,68,1,Desktop,8
USE00011378,CUST00449,SUB000449,2024-09-26,74,2,Mobile,2
USE00011379,CUST00126,SUB000126,2025-09-07,19,3,Tablet,8
USE00011380,CUST00216,SUB000216,2025-03-28,35,2,Smart TV,5
USE00011381,CUST03229,SUB003229,2025-08-10,0,1,Desktop,14
USE00011382,CUST01039,SUB001039,2025-11-11,0,1,Mobile,1
USE00011383,CUST03351,SUB003351,2025-03-04,12,1,Mobile,5
USE00011384,CUST01737,SUB001737,2024-07-26,7,2,Mobile,0
USE00011385,CUST02141,SUB002141,2025-08-11,124,1,Mobile,16
USE00011386,CUST01142,SUB001142,2025-01-10,1,2,Desktop,3
USE00011387,CUST01775,SUB001775,2025-10-26,31,1,Mobile,23
USE00011388,CUST00176,SUB000176,2025-04-23,96,1,Mobile,5
USE00011389,CUST00299,SUB000299,2025-08-19,0,2,Mobile,6
USE00011390,CUST02285,SUB002285,2025-05-07,41,1,Mobile,0
USE00011391,CUST01447,SUB001447,2025-05-11,55,4,Mobile,2
USE00011392,CUST01943,SUB001943,2025-05-23,32,2,Smart TV,4
USE00011393,CUST02226,SUB002226,2025-08-14,0,3,Tablet,3
USE00011394,CUST00441,SUB000441,2025-10-31,26,1,Mobile,6
USE00011395,CUST02256,SUB002256,2025-06-22,59,1,Mobile,0
USE00011396,CUST02246,SUB002246,2025-11-05,87,1,Mobile,11
USE00011397,CUST02848,SUB002848,2025-10-27,0,1,Mobile,1
USE00011398,CUST00717,SUB000717,2025-10-15,85,4,Tablet,11
USE00011399,CUST01066,SUB001066,2025-10-22,10,1,Desktop,14
USE00011400,CUST00282,SUB000282,2025-10-16,43,1,Mobile,8
USE00011401,CUST01874,SUB001874,2025-11-04,0,1,Console,1
USE00011402,CUST01888,SUB001888,2025-04-08,90,2,Smart TV,12
USE00011403,CUST00513,SUB000513,2025-06-05,53,2,Smart TV,2
USE00011404,CUST02186,SUB002186,2025-05-22,17,1,Tablet,11
USE00011405,CUST02639,SUB002639,2025-08-27,39,1,Desktop,2
USE00011406,CUST02701,SUB002701,2025-05-30,18,1,Mobile,19
USE00011407,CUST01033,SUB001033,2025-09-12,97,1,Mobile,0
USE00011408,CUST00787,SUB000787,2025-11-06,16,1,Mobile,8
USE00011409,CUST01181,SUB001181,2025-03-30,12,2,Mobile,6
USE00011410,CUST00868,SUB000868,2025-06-01,15,1,Tablet,4
USE00011411,CUST01259,SUB001259,2025-11-09,0,1,Mobile,1
USE00011412,CUST01489,SUB001489,2025-11-06,0,1,Mobile,1
USE00011413,CUST00258,SUB000258,2025-11-11,103,4,Tablet,6
USE00011414,CUST00479,SUB000479,2025-07-15,33,1,Mobile,5
USE00011415,CUST01345,SUB001345,2024-06-29,0,1,Mobile,4
USE00011416,CUST01073,SUB001073,2025-07-20,0,3,Desktop,1
USE00011417,CUST00794,SUB000794,2025-01-03,20,1,Tablet,9
USE00011418,CUST00277,SUB000277,2025-10-28,80,1,Mobile,1
USE00011419,CUST02755,SUB002755,2024-08-08,61,1,Mobile,4
USE00011420,CUST03351,SUB003351,2024-03-08,67,4,Desktop,6
USE00011421,CUST02326,SUB002326,2025-11-12,0,1,Mobile,8
USE00011422,CUST01425,SUB001425,2025-11-13,42,3,Mobile,4
USE00011423,CUST02708,SUB002708,2025-11-14,0,1,Desktop,0
USE00011424,CUST00227,SUB000227,2025-01-18,0,1,Tablet,6
USE00011425,CUST03003,SUB003003,2024-10-11,50,2,Mobile,7
USE00011426,CUST00512,SUB000512,2025-08-10,2,1,Tablet,1
USE00011427,CUST00258,SUB000258,2025-10-25,139,1,Mobile,11
USE00011428,CUST01626,SUB001626,2025-04-24,80,2,Desktop,2
USE00011429,CUST02552,SUB002552,2025-08-13,4,2,Desktop,6
USE00011430,CUST01347,SUB001347,2025-09-21,43,2,Tablet,0
USE00011431,CUST02329,SUB002329,2025-10-05,27,3,Mobile,9
USE00011432,CUST01472,SUB001472,2025-10-30,90,2,Console,3
USE00011433,CUST01415,SUB001415,2025-10-19,45,1,Smart TV,1
USE00011434,CUST02284,SUB002284,2024-08-16,0,1,Mobile,0
USE00011435,CUST01616,SUB001616,2024-04-14,81,1,Desktop,7
USE00011436,CUST01553,SUB001553,2025-11-14,32,1,Tablet,24
USE00011437,CUST00213,SUB000213,2025-01-07,84,1,Mobile,0
USE00011438,CUST03349,SUB003349,2025-10-23,0,1,Desktop,15
USE00011439,CUST00837,SUB000837,2025-07-04,86,2,Desktop,1
USE00011440,CUST02680,SUB002680,2025-07-04,0,1,Mobile,3
USE00011441,CUST01723,SUB001723,2025-11-05,0,1,Tablet,34
USE00011442,CUST01606,SUB001606,2025-09-03,43,1,Mobile,3
USE00011443,CUST01861,SUB001861,2025-04-24,48,3,Mobile,0
USE00011444,CUST01760,SUB001760,2025-08-20,22,1,Mobile,6
USE00011445,CUST01769,SUB001769,2024-12-29,48,1,Mobile,13
USE00011446,CUST03010,SUB003010,2025-02-01,46,1,Smart TV,1
USE00011447,CUST02743,SUB002743,2025-08-09,84,1,Desktop,5
USE00011448,CUST02631,SUB002631,2025-11-17,0,1,Desktop,10
USE00011449,CUST01743,SUB001743,2025-07-12,60,1,Mobile,1
USE00011450,CUST01219,SUB001219,2025-10-12,60,1,Mobile,6
USE00011451,CUST00706,SUB000706,2025-05-19,20,1,Smart TV,0
USE00011452,CUST02118,SUB002118,2025-11-15,54,1,Tablet,2
USE00011453,CUST03365,SUB003365,2024-12-06,132,1,Desktop,0
USE00011454,CUST03231,SUB003231,2025-07-24,55,1,Mobile,8
USE00011455,CUST01484,SUB001484,2024-01-19,35,3,Mobile,2
USE00011456,CUST03163,SUB003163,2025-10-28,35,1,Desktop,7
USE00011457,CUST02297,SUB002297,2025-11-05,58,1,Desktop,2
USE00011458,CUST00269,SUB000269,2025-05-31,101,2,Mobile,7
USE00011459,CUST00418,SUB000418,2025-09-29,55,2,Tablet,16
USE00011460,CUST03210,SUB003210,2025-09-15,0,1,Console,5
USE00011461,CUST02354,SUB002354,2025-03-30,13,1,Mobile,0
USE00011462,CUST00545,SUB000545,2025-01-30,49,1,Desktop,13
USE00011463,CUST00360,SUB000360,2024-06-21,0,1,Smart TV,6
USE00011464,CUST01432,SUB001432,2025-10-19,55,1,Tablet,0
USE00011465,CUST02235,SUB002235,2025-05-20,62,2,Mobile,1
USE00011466,CUST01990,SUB001990,2025-10-21,35,1,Desktop,2
USE00011467,CUST03461,SUB003461,2025-03-16,0,1,Smart TV,3
USE00011468,CUST01143,SUB001143,2025-09-20,50,1,Desktop,20
USE00011469,CUST03072,SUB003072,2025-10-13,7,1,Mobile,9
USE00011470,CUST00822,SUB000822,2025-09-21,0,2,Desktop,5
USE00011471,CUST00984,SUB000984,2024-02-25,22,1,Smart TV,15
USE00011472,CUST01643,SUB001643,2025-10-31,0,4,Mobile,3
USE00011473,CUST03268,SUB003268,2025-01-29,67,1,Desktop,2
USE00011474,CUST02040,SUB002040,2024-05-23,24,1,Desktop,0
USE00011475,CUST01960,SUB001960,2025-10-28,30,1,Mobile,13
USE00011476,CUST03313,SUB003313,2025-08-24,39,1,Desktop,1
USE00011477,CUST01058,SUB001058,2025-11-15,20,1,Mobile,18
USE00011478,CUST00930,SUB000930,2025-05-02,52,1,Mobile,10
USE00011479,CUST01889,SUB001889,2025-10-02,56,1,Desktop,1
USE00011480,CUST01795,SUB001795,2025-08-01,88,2,Mobile,3
USE00011481,CUST02665,SUB002665,2024-08-15,15,3,Tablet,25
USE00011482,CUST02371,SUB002371,2025-08-19,19,3,Mobile,18
USE00011483,CUST00594,SUB000594,2025-10-11,12,3,Mobile,1
USE00011484,CUST02610,SUB002610,2025-06-05,46,1,Tablet,10
USE00011485,CUST00783,SUB000783,2025-11-06,85,2,Desktop,19
USE00011486,CUST00754,SUB000754,2025-11-03,63,1,Tablet,7
USE00011487,CUST02189,SUB002189,2024-11-16,31,1,Desktop,1
USE00011488,CUST00349,SUB000349,2025-09-02,17,2,Tablet,2
USE00011489,CUST00219,SUB000219,2025-07-14,71,1,Mobile,3
USE00011490,CUST01067,SUB001067,2024-11-19,27,2,Mobile,0
USE00011491,CUST00586,SUB000586,2025-10-30,102,1,Mobile,2
USE00011492,CUST02769,SUB002769,2025-06-21,44,1,Console,9
USE00011493,CUST01004,SUB001004,2025-09-17,72,3,Mobile,6
USE00011494,CUST01026,SUB001026,2024-10-23,41,1,Tablet,1
USE00011495,CUST00924,SUB000924,2025-09-21,0,1,Smart TV,0
USE00011496,CUST00226,SUB000226,2025-10-03,22,2,Tablet,0
USE00011497,CUST01542,SUB001542,2025-08-15,0,1,Smart TV,6
USE00011498,CUST00498,SUB000498,2025-05-25,123,1,Desktop,1
USE00011499,CUST01381,SUB001381,2025-01-22,38,1,Tablet,5
USE00011500,CUST00134,SUB000134,2025-10-27,0,1,Tablet,9
USE00011501,CUST03275,SUB003275,2025-08-15,45,2,Smart TV,9
USE00011502,CUST01240,SUB001240,2025-11-17,23,1,Mobile,9
USE00011503,CUST01037,SUB001037,2025-11-01,77,1,Mobile,3
USE00011504,CUST01731,SUB001731,2025-05-21,49,1,Tablet,9
USE00011505,CUST02796,SUB002796,2025-10-10,4,1,Smart TV,10
USE00011506,CUST00171,SUB000171,2025-01-31,73,2,Mobile,3
USE00011507,CUST02730,SUB002730,2025-05-12,83,2,Smart TV,3
USE00011508,CUST01892,SUB001892,2024-03-23,13,1,Mobile,0
USE00011509,CUST00051,SUB000051,2025-08-08,3,2,Mobile,13
USE00011510,CUST00427,SUB000427,2025-08-24,0,2,Tablet,10
USE00011511,CUST01582,SUB001582,2024-07-15,97,1,Mobile,13
USE00011512,CUST02330,SUB002330,2025-09-19,62,1,Desktop,0
USE00011513,CUST02976,SUB002976,2025-08-27,46,1,Desktop,0
USE00011514,CUST01594,SUB001594,2025-09-20,0,3,Mobile,4
USE00011515,CUST01873,SUB001873,2025-11-05,72,1,Smart TV,3
USE00011516,CUST00133,SUB000133,2025-11-17,35,2,Console,6
USE00011517,CUST01552,SUB001552,2025-11-07,39,1,Mobile,1
USE00011518,CUST03110,SUB003110,2024-09-23,78,1,Smart TV,9
USE00011519,CUST02959,SUB002959,2025-08-23,36,1,Mobile,3
USE00011520,CUST01011,SUB001011,2025-11-07,42,1,Mobile,2
USE00011521,CUST00916,SUB000916,2025-11-09,54,2,Console,11
USE00011522,CUST03256,SUB003256,2025-11-12,12,3,Tablet,12
USE00011523,CUST01020,SUB001020,2024-10-13,28,1,Desktop,3
USE00011524,CUST00011,SUB000011,2024-11-10,0,1,Mobile,0
USE00011525,CUST01843,SUB001843,2025-10-18,57,1,Mobile,2
USE00011526,CUST02816,SUB002816,2025-11-12,0,1,Mobile,7
USE00011527,CUST02538,SUB002538,2025-06-30,20,1,Mobile,13
USE00011528,CUST00264,SUB000264,2024-12-26,63,2,Mobile,15
USE00011529,CUST02497,SUB002497,2024-10-19,0,3,Mobile,0
USE00011530,CUST00753,SUB000753,2024-07-02,0,3,Mobile,16
USE00011531,CUST01536,SUB001536,2025-11-16,19,1,Mobile,13
USE00011532,CUST00134,SUB000134,2025-10-28,57,1,Desktop,4
USE00011533,CUST02740,SUB002740,2025-08-15,0,1,Desktop,6
USE00011534,CUST02218,SUB002218,2025-10-17,17,1,Mobile,16
USE00011535,CUST00922,SUB000922,2023-08-31,56,1,Tablet,1
USE00011536,CUST00743,SUB000743,2025-10-07,74,1,Smart TV,2
USE00011537,CUST00632,SUB000632,2025-04-02,1,1,Desktop,8
USE00011538,CUST00796,SUB000796,2025-04-20,0,1,Desktop,5
USE00011539,CUST00185,SUB000185,2025-09-02,0,1,Mobile,3
USE00011540,CUST00743,SUB000743,2025-10-05,131,1,Tablet,19
USE00011541,CUST01895,SUB001895,2025-09-11,65,1,Tablet,3
USE00011542,CUST00565,SUB000565,2024-04-01,23,1,Desktop,5
USE00011543,CUST00267,SUB000267,2025-10-20,73,2,Mobile,10
USE00011544,CUST00780,SUB000780,2025-08-23,58,1,Mobile,0
USE00011545,CUST00768,SUB000768,2024-06-09,121,2,Mobile,13
USE00011546,CUST02089,SUB002089,2025-11-08,0,1,Tablet,0
USE00011547,CUST01460,SUB001460,2025-01-16,39,1,Tablet,0
USE00011548,CUST03087,SUB003087,2025-11-11,29,1,Mobile,10
USE00011549,CUST02878,SUB002878,2025-09-26,27,1,Desktop,1
USE00011550,CUST00263,SUB000263,2025-10-16,51,1,Smart TV,0
USE00011551,CUST02971,SUB002971,2024-10-19,23,2,Mobile,1
USE00011552,CUST00397,SUB000397,2025-08-19,4,1,Mobile,4
USE00011553,CUST01690,SUB001690,2025-08-04,42,1,Smart TV,0
USE00011554,CUST00173,SUB000173,2024-09-13,83,1,Desktop,3
USE00011555,CUST01929,SUB001929,2025-02-13,69,2,Mobile,3
USE00011556,CUST01339,SUB001339,2025-08-03,36,1,Tablet,2
USE00011557,CUST02652,SUB002652,2025-10-16,78,1,Mobile,4
USE00011558,CUST01422,SUB001422,2025-10-27,7,1,Tablet,3
USE00011559,CUST00368,SUB000368,2025-08-14,35,2,Mobile,11
USE00011560,CUST02856,SUB002856,2025-10-06,43,1,Smart TV,16
USE00011561,CUST01883,SUB001883,2025-05-01,0,2,Smart TV,0
USE00011562,CUST01084,SUB001084,2025-04-21,6,1,Desktop,1
USE00011563,CUST00825,SUB000825,2025-11-17,52,1,Mobile,3
USE00011564,CUST01018,SUB001018,2025-06-09,74,1,Mobile,4
USE00011565,CUST02517,SUB002517,2025-06-29,1,2,Tablet,9
USE00011566,CUST01966,SUB001966,2025-10-20,70,6,Mobile,5
USE00011567,CUST03185,SUB003185,2025-08-03,42,1,Mobile,1
USE00011568,CUST00403,SUB000403,2025-08-14,64,2,Mobile,11
USE00011569,CUST00490,SUB000490,2025-07-05,45,1,Mobile,0
USE00011570,CUST02375,SUB002375,2025-10-02,42,1,Console,2
USE00011571,CUST00124,SUB000124,2025-11-06,0,1,Mobile,6
USE00011572,CUST02960,SUB002960,2025-10-13,0,2,Mobile,0
USE00011573,CUST02931,SUB002931,2025-06-21,0,2,Desktop,2
USE00011574,CUST03135,SUB003135,2025-10-19,0,1,Mobile,4
USE00011575,CUST03439,SUB003439,2025-04-30,36,1,Mobile,0
USE00011576,CUST01784,SUB001784,2025-10-25,40,1,Tablet,4
USE00011577,CUST03070,SUB003070,2024-10-09,64,2,Tablet,5
USE00011578,CUST02401,SUB002401,2024-06-11,5,2,Desktop,2
USE00011579,CUST03457,SUB003457,2025-09-14,21,1,Mobile,6
USE00011580,CUST03367,SUB003367,2025-01-31,0,6,Mobile,0
USE00011581,CUST02626,SUB002626,2025-08-14,51,1,Tablet,3
USE00011582,CUST03368,SUB003368,2025-08-21,0,1,Tablet,2
USE00011583,CUST01231,SUB001231,2024-10-10,148,1,Mobile,5
USE00011584,CUST00068,SUB000068,2025-04-09,5,1,Mobile,2
USE00011585,CUST03337,SUB003337,2025-10-17,0,3,Mobile,0
USE00011586,CUST01198,SUB001198,2025-08-02,29,1,Mobile,0
USE00011587,CUST00523,SUB000523,2025-10-05,79,1,Tablet,17
USE00011588,CUST01062,SUB001062,2023-07-28,5,1,Mobile,22
USE00011589,CUST00325,SUB000325,2025-09-07,39,2,Console,12
USE00011590,CUST02972,SUB002972,2025-11-12,94,1,Mobile,1
USE00011591,CUST00842,SUB000842,2025-05-09,33,1,Mobile,1
USE00011592,CUST03385,SUB003385,2025-06-13,57,1,Mobile,11
USE00011593,CUST03192,SUB003192,2024-11-24,72,1,Mobile,11
USE00011594,CUST00624,SUB000624,2025-07-12,55,1,Desktop,0
USE00011595,CUST01458,SUB001458,2025-07-07,0,1,Mobile,3
USE00011596,CUST03323,SUB003323,2025-10-02,21,1,Mobile,2
USE00011597,CUST00715,SUB000715,2025-10-20,0,1,Mobile,6
USE00011598,CUST03036,SUB003036,2025-10-05,53,1,Mobile,3
USE00011599,CUST01690,SUB001690,2025-09-20,0,1,Mobile,2
USE00011600,CUST02683,SUB002683,2025-09-17,1,1,Desktop,0
USE00011601,CUST02074,SUB002074,2025-11-05,0,2,Mobile,16
USE00011602,CUST01858,SUB001858,2025-03-09,50,1,Smart TV,4
USE00011603,CUST03244,SUB003244,2023-07-18,65,1,Mobile,10
USE00011604,CUST00114,SUB000114,2025-09-17,0,2,Mobile,12
USE00011605,CUST01102,SUB001102,2025-07-28,75,1,Tablet,1
USE00011606,CUST02677,SUB002677,2025-08-20,130,2,Tablet,0
USE00011607,CUST00412,SUB000412,2025-11-15,94,1,Mobile,7
USE00011608,CUST02364,SUB002364,2025-03-06,70,2,Tablet,2
USE00011609,CUST02663,SUB002663,2025-07-08,29,1,Mobile,0
USE00011610,CUST01666,SUB001666,2025-06-30,71,2,Console,0
USE00011611,CUST01038,SUB001038,2025-02-19,5,3,Tablet,7
USE00011612,CUST03205,SUB003205,2024-07-26,25,1,Mobile,22
USE00011613,CUST01415,SUB001415,2025-10-13,0,1,Desktop,0
USE00011614,CUST00190,SUB000190,2025-09-05,0,1,Mobile,4
USE00011615,CUST03206,SUB003206,2025-10-14,51,2,Mobile,2
USE00011616,CUST02229,SUB002229,2025-10-10,8,1,Mobile,4
USE00011617,CUST03375,SUB003375,2024-11-13,75,1,Mobile,0
USE00011618,CUST00500,SUB000500,2025-09-21,16,1,Mobile,2
USE00011619,CUST00050,SUB000050,2025-05-23,56,1,Mobile,3
USE00011620,CUST01345,SUB001345,2024-04-14,84,1,Tablet,3
USE00011621,CUST03038,SUB003038,2025-07-23,16,2,Desktop,7
USE00011622,CUST00428,SUB000428,2025-11-06,22,2,Mobile,2
USE00011623,CUST02623,SUB002623,2025-11-10,43,1,Mobile,5
USE00011624,CUST01040,SUB001040,2025-07-10,64,1,Mobile,0
USE00011625,CUST02973,SUB002973,2024-03-09,52,2,Mobile,14
USE00011626,CUST01136,SUB001136,2025-10-25,0,1,Tablet,8
USE00011627,CUST00357,SUB000357,2025-09-03,0,1,Mobile,6
USE00011628,CUST01459,SUB001459,2025-11-12,43,4,Desktop,6
USE00011629,CUST02937,SUB002937,2025-10-10,3,1,Tablet,0
USE00011630,CUST02275,SUB002275,2025-11-17,0,1,Mobile,5
USE00011631,CUST00790,SUB000790,2025-04-26,14,1,Mobile,14
USE00011632,CUST02769,SUB002769,2025-05-11,99,1,Mobile,5
USE00011633,CUST03073,SUB003073,2025-07-01,0,1,Mobile,5
USE00011634,CUST01961,SUB001961,2025-09-30,103,3,Tablet,4
USE00011635,CUST00216,SUB000216,2025-01-09,39,3,Mobile,4
USE00011636,CUST00084,SUB000084,2025-03-21,52,1,Tablet,0
USE00011637,CUST03235,SUB003235,2024-03-14,77,2,Tablet,0
USE00011638,CUST00562,SUB000562,2025-11-15,0,1,Tablet,4
USE00011639,CUST02768,SUB002768,2025-09-24,0,1,Mobile,0
USE00011640,CUST03493,SUB003493,2024-06-13,39,1,Tablet,0
USE00011641,CUST00175,SUB000175,2025-03-14,92,1,Mobile,12
USE00011642,CUST00448,SUB000448,2025-04-30,66,1,Console,4
USE00011643,CUST01333,SUB001333,2025-11-16,87,1,Tablet,5
USE00011644,CUST00609,SUB000609,2025-06-11,50,2,Mobile,1
USE00011645,CUST00157,SUB000157,2025-02-22,15,1,Desktop,4
USE00011646,CUST00992,SUB000992,2025-11-03,116,1,Mobile,19
USE00011647,CUST01816,SUB001816,2025-11-07,42,3,Tablet,13
USE00011648,CUST01665,SUB001665,2025-11-17,56,1,Mobile,0
USE00011649,CUST00476,SUB000476,2024-10-03,72,1,Mobile,4
USE00011650,CUST00638,SUB000638,2025-04-24,8,2,Mobile,16
USE00011651,CUST02278,SUB002278,2025-02-19,79,1,Smart TV,5
USE00011652,CUST02969,SUB002969,2024-12-03,50,2,Tablet,6
USE00011653,CUST03223,SUB003223,2025-05-20,0,2,Mobile,1
USE00011654,CUST01976,SUB001976,2025-10-15,73,1,Tablet,2
USE00011655,CUST01149,SUB001149,2025-05-19,16,4,Mobile,9
USE00011656,CUST00897,SUB000897,2025-09-14,0,2,Mobile,6
USE00011657,CUST00726,SUB000726,2025-02-11,14,1,Mobile,4
USE00011658,CUST02580,SUB002580,2025-07-06,162,1,Mobile,1
USE00011659,CUST01258,SUB001258,2025-07-31,45,2,Smart TV,0
USE00011660,CUST01443,SUB001443,2024-09-27,53,2,Desktop,4
USE00011661,CUST00853,SUB000853,2025-10-04,0,1,Console,0
USE00011662,CUST01767,SUB001767,2025-05-27,39,5,Desktop,4
USE00011663,CUST02328,SUB002328,2025-11-13,0,1,Mobile,2
USE00011664,CUST01062,SUB001062,2025-08-13,19,1,Tablet,23
USE00011665,CUST02060,SUB002060,2025-11-13,20,1,Tablet,4
USE00011666,CUST02083,SUB002083,2025-04-01,14,1,Desktop,3
USE00011667,CUST02571,SUB002571,2024-08-14,43,1,Desktop,3
USE00011668,CUST02340,SUB002340,2025-10-26,48,1,Desktop,3
USE00011669,CUST02677,SUB002677,2024-12-20,0,3,Tablet,4
USE00011670,CUST03039,SUB003039,2024-06-12,80,2,Desktop,3
USE00011671,CUST02534,SUB002534,2025-08-11,0,1,Desktop,6
USE00011672,CUST01776,SUB001776,2025-09-21,58,1,Smart TV,4
USE00011673,CUST03245,SUB003245,2025-09-02,14,3,Mobile,4
USE00011674,CUST00181,SUB000181,2025-11-01,42,1,Mobile,0
USE00011675,CUST00448,SUB000448,2024-12-22,50,2,Mobile,8
USE00011676,CUST03123,SUB003123,2025-05-06,32,1,Mobile,0
USE00011677,CUST00047,SUB000047,2025-11-17,0,1,Mobile,13
USE00011678,CUST03451,SUB003451,2025-09-11,124,1,Smart TV,6
USE00011679,CUST01115,SUB001115,2025-08-05,0,1,Mobile,19
USE00011680,CUST02166,SUB002166,2025-03-08,80,1,Mobile,0
USE00011681,CUST00174,SUB000174,2025-09-09,35,3,Mobile,1
USE00011682,CUST01691,SUB001691,2025-08-03,0,5,Mobile,3
USE00011683,CUST02320,SUB002320,2025-10-18,0,1,Desktop,1
USE00011684,CUST03116,SUB003116,2025-10-01,0,1,Mobile,10
USE00011685,CUST02504,SUB002504,2025-11-02,41,1,Smart TV,3
USE00011686,CUST00908,SUB000908,2025-10-19,0,2,Tablet,1
USE00011687,CUST03488,SUB003488,2024-12-27,38,1,Mobile,0
USE00011688,CUST01575,SUB001575,2025-08-14,92,1,Smart TV,9
USE00011689,CUST02689,SUB002689,2024-12-24,36,4,Mobile,34
USE00011690,CUST02091,SUB002091,2024-12-10,0,2,Console,0
USE00011691,CUST02791,SUB002791,2025-10-17,93,3,Desktop,7
USE00011692,CUST02709,SUB002709,2024-09-26,3,1,Mobile,0
USE00011693,CUST00928,SUB000928,2025-08-27,65,1,Mobile,9
USE00011694,CUST01090,SUB001090,2025-08-26,0,1,Mobile,2
USE00011695,CUST01876,SUB001876,2025-11-17,17,1,Desktop,2
USE00011696,CUST02516,SUB002516,2025-09-10,69,2,Mobile,2
USE00011697,CUST03333,SUB003333,2024-12-24,44,2,Smart TV,7
USE00011698,CUST02530,SUB002530,2025-08-15,81,1,Mobile,1
USE00011699,CUST02058,SUB002058,2024-10-13,37,1,Desktop,3
USE00011700,CUST03346,SUB003346,2025-10-29,0,1,Mobile,2
USE00011701,CUST01817,SUB001817,2025-04-23,12,2,Tablet,3
USE00011702,CUST03323,SUB003323,2025-10-06,30,1,Smart TV,8
USE00011703,CUST02587,SUB002587,2025-11-09,0,1,Desktop,1
USE00011704,CUST01688,SUB001688,2025-09-22,48,1,Console,11
USE00011705,CUST02529,SUB002529,2024-08-07,74,1,Mobile,4
USE00011706,CUST01539,SUB001539,2025-11-08,38,2,Mobile,5
USE00011707,CUST01192,SUB001192,2025-11-04,63,1,Mobile,1
USE00011708,CUST01129,SUB001129,2025-11-16,66,1,Desktop,5
USE00011709,CUST00282,SUB000282,2025-10-19,0,1,Smart TV,17
USE00011710,CUST02563,SUB002563,2025-11-14,0,2,Mobile,5
